match_id,team_id,outcome,kills,deaths,assists,total_damage_dealt,gold_earned,cs,KDA,Kill Participation
SG2_32700881,100,lose,16,37,13,52474,36205,328,1.03,0.1115384615384615
SG2_32700881,200,win,36,16,29,77884,47043,434,4.793333333333334,0.24999999999999994
SG2_32711337,100,win,21,6,13,46693,35862,412,5.5,0.2518518518518518
SG2_32711337,200,lose,6,21,5,27288,22516,281,0.5266666666666666,0.08148148148148142
SG2_32746402,100,win,39,31,74,167651,67213,602,4.228571428571429,0.32753623188405795
SG2_32746402,200,lose,30,39,45,125326,58819,561,2.033766233766234,0.21739130434782608
SG2_32752366,100,lose,26,40,25,75223,50648,520,1.4403030303030302,0.15454545454545449
SG2_32752366,200,win,40,26,63,112782,57921,528,6.501212121212122,0.31212121212121213
SG2_32767929,100,win,28,21,38,107853,51398,508,3.807142857142857,0.2693877551020408
SG2_32767929,200,lose,21,28,29,77313,43574,451,1.895,0.20408163265306117
SG2_32771996,100,win,14,8,12,31422,25354,273,2.8,0.23636363636363633
SG2_32771996,200,lose,8,14,9,26122,21617,224,1.5666666666666667,0.1545454545454545
SG2_32776418,100,win,36,19,51,72194,51199,416,6.3100000000000005,0.3163636363636363
SG2_32776418,200,lose,19,36,31,60222,39876,383,1.2974603174603174,0.1818181818181818
SG2_32884700,100,lose,43,60,63,202015,88534,858,2.1,0.20582524271844654
SG2_32884700,200,win,60,43,63,221448,90635,834,3.5717216117216117,0.23883495145631067
SG2_32949500,100,win,56,38,57,156805,75322,659,3.405238095238095,0.24042553191489358
SG2_32949500,200,lose,38,56,55,149590,67908,694,1.8377489177489177,0.19787234042553187
SG2_33034269,100,win,13,4,12,43713,36790,502,4.4,0.2941176470588235
SG2_33034269,200,lose,4,13,5,48150,30602,508,0.8,0.10588235294117646
SG2_33036296,100,lose,11,33,13,64574,34823,432,0.7585714285714286,0.10909090909090904
SG2_33036296,200,win,33,11,52,74302,45407,438,8.9,0.38636363636363635
SG2_33073819,100,lose,54,74,64,204682,105974,1204,1.8204545454545453,0.184375
SG2_33073819,200,win,74,54,88,223922,122978,1320,3.1333333333333333,0.253125
SG2_33079110,100,win,88,36,144,259694,127612,1260,7.485714285714286,0.37419354838709673
SG2_33079110,200,lose,36,88,68,223796,105764,1268,1.3054545454545454,0.16774193548387092
SG2_33216587,100,win,44,32,58,115364,72239,718,3.951904761904762,0.26842105263157895
SG2_33216587,200,lose,32,44,40,137107,61869,662,1.7771645021645022,0.18947368421052624
SG2_33405048,100,lose,15,48,17,52241,37305,433,0.741984126984127,0.10158730158730156
SG2_33405048,200,win,48,15,36,99724,56509,489,8.786666666666667,0.2666666666666666
SG2_33437580,100,lose,10,20,13,53000,43852,569,2.213095238095238,0.1533333333333333
SG2_33437580,200,win,20,10,26,62842,51739,668,5.45,0.30666666666666664
SG2_33442542,100,lose,13,26,4,46966,33182,393,0.8619047619047618,0.08717948717948713
SG2_33442542,200,win,26,13,11,55571,39575,442,3.38,0.1897435897435897
SG2_33442941,100,win,58,43,61,157274,74913,613,3.0101515151515152,0.23564356435643563
SG2_33442941,200,lose,43,58,48,130184,65668,554,1.6252747252747253,0.1801980198019802
SG2_33446021,100,win,10,7,12,27274,28919,376,2.6,0.275
SG2_33446021,200,lose,6,10,4,22242,23436,231,1.5,0.125
SG2_33448282,100,lose,29,32,34,81552,54690,453,3.550454545454545,0.20655737704918029
SG2_33448282,200,win,32,30,29,76724,55623,561,2.4825396825396826,0.19999999999999996
SG2_33511696,100,win,0,3,0,1932,3885,8738,0.0,0.0
SG2_33519022,100,lose,0,4,0,1200,1332,2771,0.0,0.0
SG2_33519326,100,win,0,1,0,600,2520,6406,0.0,0.0
SG2_33556416,100,lose,16,33,17,49559,36566,396,1.0457142857142858,0.13469387755102039
SG2_33556416,200,win,33,16,28,67490,48650,499,5.913333333333333,0.24897959183673465
SG2_33565178,100,lose,18,40,13,76146,51216,544,1.4154778554778553,0.1068965517241379
SG2_33565178,200,win,40,18,58,111581,59305,554,6.65,0.33793103448275863
SG2_33609710,100,lose,0,8,0,3720,2713,1750,0.0,0.0
SG2_33612602,100,lose,0,7,0,2260,2345,1938,0.0,0.0
SG2_33618005,100,lose,0,16,0,11730,9346,10284,0.0,0.0
SG2_33623744,100,lose,0,24,0,15812,7311,8178,0.0,0.0
SG2_33631070,100,win,0,1,0,700,9159,9662,0.0,0.0
SG2_33645433,100,win,63,48,90,192811,79266,612,3.443181818181818,0.27567567567567564
SG2_33645433,200,lose,48,63,41,132880,73420,692,1.4893079143079144,0.16036036036036033
SG2_33649778,100,win,52,36,43,146108,72528,577,3.2416666666666663,0.21590909090909088
SG2_33649778,200,lose,36,52,56,131158,63550,604,1.8214646464646465,0.20909090909090905
SG2_33715179,100,win,0,7,0,3982,25712,10276,0.0,0.0
SG2_33719352,100,win,0,5,0,2532,18433,10074,0.0,0.0
SG2_33723289,100,win,0,6,0,3250,21907,11739,0.0,0.0
SG2_33729131,100,lose,0,10,0,4289,11991,9535,0.0,0.0
SG2_33741731,100,lose,0,11,0,5187,4190,2466,0.0,0.0
SG2_33746337,100,win,0,16,0,13320,14221,10003,0.0,0.0
SG2_33749626,100,lose,0,12,0,7120,7916,3121,0.0,0.0
SG2_33750615,100,win,61,32,99,201816,81066,757,5.2404761904761905,0.34408602150537637
SG2_33750615,200,lose,32,61,37,132260,71571,734,1.189848484848485,0.14838709677419354
SG2_33751515,100,win,0,22,0,21161,35755,12386,0.0,0.0
SG2_33759930,100,win,36,26,65,98387,54453,417,4.097619047619047,0.3258064516129032
SG2_33759930,200,lose,26,36,34,76566,45970,482,1.8544444444444443,0.19354838709677416
SG2_33780469,100,win,0,6,0,4620,20013,9513,0.0,0.0
SG2_33785987,100,lose,0,9,0,3400,2740,1976,0.0,0.0
SG2_33787934,100,lose,0,21,0,15995,29455,12889,0.0,0.0
SG2_33797527,100,lose,0,16,0,11270,3856,4703,0.0,0.0
SG2_33803098,100,win,0,1,0,700,24297,13757,0.0,0.0
SG2_33853904,100,lose,12,18,5,35737,26183,256,1.1133333333333333,0.11333333333333329
SG2_33853904,200,win,18,12,12,42955,32724,375,3.1,0.2
SG2_34086305,100,win,0,0,0,0,1101,5034,0.0,0.0
SG2_34104371,100,win,27,26,56,105265,58797,603,5.433333333333334,0.3132075471698113
SG2_34104371,200,lose,26,27,27,127589,57258,629,2.7247619047619045,0.19999999999999998
SG2_34105546,100,win,0,2,0,1500,10517,7909,0.0,0.0
SG2_34107960,100,win,69,52,62,308634,99086,3,4.9375,0.17057291666666666
SG2_34107960,200,lose,27,48,27,143745,68084,1,1.1269345238095239,0.07031249999999997
SG2_34111724,100,win,78,45,70,419191,113032,0,3.6229166666666663,0.18316831683168314
SG2_34111724,200,lose,23,56,21,150001,60023,0,0.834920634920635,0.05445544554455445
SG2_34118549,100,win,68,54,61,513882,133503,9,2.6166666666666667,0.15965346534653463
SG2_34118549,200,lose,33,48,29,204523,72000,2,1.449107142857143,0.07673267326732672
SG2_34125216,100,lose,0,33,0,20719,17599,11750,0.0,0.0
SG2_34177835,100,lose,16,30,28,76818,58945,726,1.7814285714285714,0.1913043478260869
SG2_34177835,200,win,30,16,48,95704,65173,661,7.719999999999999,0.3391304347826087
SG2_34187666,100,lose,28,51,23,133145,69014,766,1.0391452991452992,0.12911392405063288
SG2_34187666,200,win,51,28,61,208968,84023,839,5.966666666666667,0.28354430379746837
SG2_34328187,100,lose,25,45,28,109538,58520,672,1.1705555555555556,0.15142857142857138
SG2_34328187,200,win,45,25,53,144746,70483,681,4.3583333333333325,0.27999999999999997
SG2_34374636,100,win,52,34,85,137337,79747,650,6.3545454545454545,0.31860465116279063
SG2_34374636,200,lose,34,52,36,124591,70511,762,1.5068681318681318,0.16279069767441853
SG2_34496790,100,win,13,4,18,26535,25044,268,6.1,0.36470588235294116
SG2_34496790,200,lose,4,13,3,16264,17580,218,0.8,0.08235294117647057
SG2_34542415,100,lose,25,42,30,104612,52010,562,1.4096753246753246,0.16417910447761191
SG2_34542415,200,win,42,25,62,109691,65543,599,5.313095238095238,0.31044776119402984
SG2_34547457,100,win,37,10,39,68861,52450,430,8.266666666666667,0.3234042553191489
SG2_34547457,200,lose,10,37,10,42471,32631,356,0.6019230769230769,0.08510638297872339
SG2_34660285,100,win,44,27,48,121193,61842,523,3.7618181818181817,0.2591549295774648
SG2_34660285,200,lose,27,44,43,79602,50027,536,1.7012121212121212,0.19718309859154926
SG2_34665748,100,lose,24,42,42,103146,49074,520,1.656132756132756,0.19999999999999996
SG2_34665748,200,win,42,24,51,133092,62652,591,4.341666666666667,0.2818181818181818
SG2_34705405,100,win,0,0,0,0,6554,6142,0.0,0.0
SG2_34708159,100,win,0,0,0,0,5472,6935,0.0,0.0
SG2_34710145,100,lose,0,1,0,0,6089,4479,0.0,0.0
SG2_34710443,100,win,0,0,0,0,5300,4846,0.0,0.0
SG2_34714362,100,lose,0,11,0,6185,21033,8563,0.0,0.0
SG2_34715177,100,lose,0,2,0,0,7726,2952,0.0,0.0
SG2_34719390,100,win,55,38,72,155874,74139,677,3.687619047619047,0.27311827956989243
SG2_34719390,200,lose,38,55,43,120314,66493,701,1.7171153846153846,0.17419354838709675
SG2_34780859,100,lose,30,36,29,124199,55874,619,1.6888888888888889,0.17878787878787875
SG2_34780859,200,win,36,30,55,113148,62416,626,3.3385714285714285,0.27575757575757576
SG2_34800576,100,win,71,51,71,458332,112584,4,3.409375,0.18489583333333331
SG2_34800576,200,lose,25,50,26,178725,60687,4,1.0857638888888888,0.06640624999999996
SG2_34804362,100,win,42,31,48,150035,72713,742,3.538095238095238,0.24657534246575344
SG2_34804362,200,lose,31,42,37,118345,67668,798,1.6880952380952379,0.18630136986301368
SG2_35024088,100,win,18,10,18,44610,38011,394,3.6666666666666665,0.25714285714285706
SG2_35024088,200,lose,10,18,10,29980,29190,330,1.1533333333333333,0.1428571428571428
SG2_35024383,100,lose,13,36,7,48351,39642,449,0.5466666666666666,0.08163265306122444
SG2_35024383,200,win,36,13,40,74237,51923,429,8.233333333333333,0.310204081632653
SG2_35029041,100,win,43,44,60,183005,76196,647,2.4361904761904762,0.2395348837209302
SG2_35029041,200,lose,43,44,47,126206,73604,704,2.283095238095238,0.20930232558139533
SG2_35033170,100,win,38,23,63,92481,56073,487,5.019047619047619,0.33114754098360655
SG2_35033170,200,lose,23,38,34,96034,48831,526,1.628888888888889,0.1868852459016393
SG2_35036059,100,lose,27,37,29,65548,43316,429,1.6963369963369963,0.175
SG2_35036059,200,win,37,27,44,86905,52126,412,3.6916666666666664,0.253125
SG2_35037471,100,lose,7,20,4,25273,23288,286,0.9438095238095239,0.08148148148148145
SG2_35037471,200,win,20,7,18,40676,29711,268,5.4,0.28148148148148144
SG2_35039551,100,win,21,11,24,36860,29348,236,5.3,0.29032258064516125
SG2_35039551,200,lose,10,21,6,22164,21970,221,0.86,0.10322580645161288
SG2_35064922,100,win,41,23,39,103950,66704,640,6.143589743589744,0.25
SG2_35064922,200,lose,23,41,21,83685,56113,669,1.0439560439560438,0.1375
SG2_35089252,100,win,16,6,35,48389,40644,496,9.1,0.4636363636363637
SG2_35089252,200,lose,6,16,9,33243,32613,471,0.9666666666666666,0.13636363636363633
SG2_35090873,100,lose,10,14,10,30966,26397,342,2.3,0.16666666666666666
SG2_35090873,200,win,14,10,25,34449,30635,377,5.416666666666666,0.325
SG2_35095568,100,win,29,18,45,60406,47121,463,5.4714285714285715,0.3148936170212766
SG2_35095568,200,lose,18,29,14,45971,39119,466,1.2533333333333334,0.13617021276595742
SG2_35124944,100,lose,6,17,6,26584,23500,326,0.7583333333333333,0.10434782608695647
SG2_35124944,200,win,17,6,25,37166,33112,436,6.266666666666667,0.36521739130434777
SG2_35125049,100,lose,0,1,0,0,723,6097,0.0,0.0
SG2_35135882,100,win,34,35,41,126486,65539,655,2.9376623376623376,0.21739130434782608
SG2_35135882,200,lose,35,34,56,98462,59527,600,2.7817460317460316,0.263768115942029
SG2_35177896,100,win,0,4,0,3427,12530,6455,0.0,0.0
SG2_35180701,100,win,0,2,0,2456,13026,7080,0.0,0.0
SG2_35317485,100,lose,4,19,6,42184,37783,610,0.64,0.0869565217391304
SG2_35317485,200,win,19,4,22,82666,52944,653,7.5,0.3565217391304347
SG2_35325421,100,lose,54,104,120,341886,148792,1828,1.9418181818181819,0.220253164556962
SG2_35325421,200,win,104,54,162,432880,178042,1616,5.4819047619047625,0.3367088607594936
SG2_35341441,100,lose,7,28,11,38139,29413,407,0.8,0.1028571428571428
SG2_35341441,200,win,28,7,47,58850,38415,401,12.9,0.42857142857142855
SG2_35354718,100,win,47,32,55,114997,63062,529,3.5792857142857146,0.25822784810126576
SG2_35354718,200,lose,32,47,30,105184,55078,572,1.8296336996336997,0.15696202531645567
SG2_35358824,100,lose,28,34,29,96124,55183,598,2.3899999999999997,0.18688524590163927
SG2_35358824,200,win,33,29,30,113480,58991,545,2.6661111111111113,0.20655737704918029
SG2_35359893,100,win,28,11,29,78938,54005,501,6.066666666666666,0.29230769230769227
SG2_35359893,200,lose,11,28,7,54937,41566,515,0.8914285714285715,0.09230769230769226
SG2_35362408,100,win,31,30,33,78971,59307,526,3.064285714285714,0.20983606557377046
SG2_35362408,200,lose,30,31,41,117101,52051,522,3.3583333333333334,0.23278688524590158
SG2_35364055,100,win,29,29,28,77006,56152,560,2.061904761904762,0.196551724137931
SG2_35364055,200,lose,29,29,41,74816,47857,444,2.8105555555555553,0.24137931034482754
SG2_35367902,100,lose,60,38,66,174864,80758,698,3.767893217893218,0.2571428571428571
SG2_35367902,200,win,38,60,60,151438,69457,651,1.8475000000000001,0.19999999999999996
SG2_35369039,100,lose,21,39,21,67711,45353,502,1.2496969696969695,0.13999999999999996
SG2_35369039,200,win,39,21,55,90305,58663,524,5.283333333333333,0.31333333333333335
SG2_35370334,100,win,49,23,65,108070,61299,536,5.4,0.31666666666666665
SG2_35370334,200,lose,23,49,22,72681,43910,358,1.243482905982906,0.12499999999999997
SG2_35373416,100,win,28,19,28,67478,48131,484,4.238095238095238,0.23829787234042552
SG2_35373416,200,lose,19,28,40,71127,34358,382,2.3390476190476193,0.251063829787234
SG2_35481527,100,lose,36,48,44,105934,73926,782,1.8876190476190473,0.19047619047619044
SG2_35481527,200,win,48,36,50,122342,89338,928,5.283333333333333,0.23333333333333325
SG2_35487103,100,win,42,48,78,137106,97190,1064,3.2355555555555555,0.2666666666666666
SG2_35487103,200,lose,48,42,68,140536,85752,1004,3.6942857142857144,0.2577777777777778
SG2_35491311,100,lose,18,31,25,60501,50359,699,1.3714285714285714,0.17551020408163262
SG2_35491311,200,win,31,18,52,91053,63084,709,6.1,0.3387755102040816
SG2_35513182,100,lose,34,43,68,156630,74533,793,2.528051948051948,0.2649350649350649
SG2_35513182,200,win,43,34,87,172981,80004,839,4.126666666666667,0.3376623376623376
SG2_35520906,100,lose,25,38,18,76319,45692,497,1.4683333333333333,0.13650793650793647
SG2_35520906,200,win,38,25,47,89598,57387,541,3.9266666666666667,0.2698412698412698
SG2_35524660,100,win,34,22,47,86639,54624,483,6.0,0.28928571428571426
SG2_35524660,200,lose,22,34,31,76642,45532,426,1.5857142857142859,0.18928571428571422
SG2_35525313,100,lose,11,36,23,83049,47282,613,0.9957142857142858,0.14468085106382972
SG2_35525313,200,win,36,11,61,98239,64414,558,10.3,0.4127659574468085
SG2_35529057,100,win,63,38,69,154473,72007,540,4.2444444444444445,0.26138613861386134
SG2_35529057,200,lose,38,64,48,116886,62684,614,1.4286386128491393,0.17029702970297028
SG2_35529947,100,win,53,30,62,132955,69695,481,4.077142857142857,0.27710843373493976
SG2_35529947,200,lose,30,53,39,93745,57073,458,1.373772893772894,0.16626506024096382
SG2_35531440,100,win,32,30,46,102465,64862,580,5.131428571428572,0.25161290322580643
SG2_35531440,200,lose,30,32,36,101901,57657,667,2.5333333333333337,0.21290322580645155
SG2_35535410,100,lose,27,37,24,97645,58992,678,1.4905555555555554,0.159375
SG2_35535410,200,win,37,27,73,126236,67615,544,8.963589743589743,0.34375
SG2_35536867,100,lose,24,38,31,90988,53549,543,1.6056277056277057,0.17741935483870963
SG2_35536867,200,win,38,24,55,107006,61625,575,5.09,0.3
SG2_35541517,100,win,51,30,65,155717,81152,731,3.940952380952381,0.2864197530864197
SG2_35541517,200,lose,30,51,41,119684,67424,810,1.6222222222222222,0.1753086419753086
SG2_35548116,100,lose,25,53,24,104879,58857,657,0.9404961704961705,0.12564102564102558
SG2_35548116,200,win,53,25,61,123065,73551,631,5.99,0.29230769230769227
SG2_35548799,100,lose,18,38,30,49858,37045,321,1.322051282051282,0.17142857142857137
SG2_35548799,200,win,38,18,46,82847,50325,435,4.7333333333333325,0.29999999999999993
SG2_35596552,100,lose,13,33,18,71837,44605,595,1.015079365079365,0.13478260869565212
SG2_35596552,200,win,33,13,62,101895,55935,637,9.916666666666668,0.4130434782608695
SG2_35613657,100,lose,15,37,17,52446,41537,414,0.925,0.12307692307692301
SG2_35613657,200,win,37,16,56,88741,54685,449,8.65,0.35769230769230764
SG2_35614786,100,lose,13,27,9,53283,34471,361,0.8428571428571427,0.11000000000000001
SG2_35614786,200,win,27,13,36,72647,45386,461,6.35,0.315
SG2_35615884,100,win,3,1,1,7807,13027,171,0.8,0.2
SG2_35615884,200,lose,1,3,1,7264,11895,168,0.4,0.1
SG2_35616953,100,lose,16,33,26,65524,41579,386,1.3114285714285714,0.17142857142857137
SG2_35616953,200,win,33,16,51,92573,55662,469,5.533333333333333,0.34285714285714286
SG2_35622331,100,lose,10,45,11,85937,54934,731,0.5541025641025641,0.0763636363636363
SG2_35622331,200,win,45,10,62,135284,72518,807,13.9,0.38909090909090904
SG2_35622783,100,lose,60,61,64,223957,90476,749,2.0735198135198134,0.20495867768595039
SG2_35622783,200,win,61,61,73,244717,94525,783,2.3197619047619047,0.2214876033057851
SG2_35626084,100,win,50,22,66,158171,77457,836,6.078571428571428,0.32222222222222224
SG2_35626084,200,lose,22,50,35,108147,63866,935,1.3705128205128205,0.1583333333333333
SG2_35627681,100,lose,10,37,15,35012,27613,320,0.7333333333333334,0.10638297872340421
SG2_35627681,200,win,37,10,30,75201,47677,449,10.8,0.28510638297872337
SG2_35629831,100,lose,41,42,71,139913,61100,437,2.8484848484848486,0.2698795180722891
SG2_35629831,200,win,42,41,63,149488,67383,550,2.723181818181818,0.253012048192771
SG2_35632108,100,win,42,30,50,116115,64726,544,4.055411255411255,0.25555555555555554
SG2_35632108,200,lose,30,42,45,119084,58550,534,2.0542307692307693,0.20833333333333331
SG2_35635453,100,win,54,26,69,117677,65158,496,5.220000000000001,0.3075
SG2_35635453,200,lose,26,54,29,82467,50896,498,1.038901098901099,0.1375
SG2_35687495,100,lose,41,47,69,131083,62577,619,2.3383333333333334,0.25
SG2_35687495,200,win,47,41,45,139042,69095,672,2.3757142857142854,0.20909090909090905
SG2_35691170,100,lose,34,39,52,115247,69878,713,2.344444444444444,0.23561643835616436
SG2_35691170,200,win,39,34,54,135860,76303,742,2.9771428571428573,0.2547945205479452
SG2_35815417,100,win,26,10,28,72843,45451,511,6.253333333333333,0.3
SG2_35815417,200,lose,10,26,13,46952,33171,450,1.0866666666666667,0.12777777777777774
SG2_35849597,100,win,51,36,54,158549,72911,607,3.659761904761905,0.2441860465116279
SG2_35849597,200,lose,35,51,61,113842,61393,605,1.9301948051948052,0.2232558139534883
SG2_35850337,100,lose,42,71,38,164198,76903,786,1.2044805194805195,0.14159292035398227
SG2_35850337,200,win,71,42,66,151873,89941,731,3.2505050505050503,0.24247787610619467
SG2_35850800,100,win,31,12,31,70594,47696,476,8.066666666666666,0.2883720930232558
SG2_35850800,200,lose,12,31,13,34711,32733,346,0.9739393939393939,0.11627906976744182
SG2_35853001,100,lose,29,60,41,122435,61255,607,1.2073959373959373,0.15909090909090906
SG2_35853001,200,win,59,29,73,167014,71553,579,4.838333333333333,0.3
SG2_35856196,100,lose,16,28,20,67164,47079,515,2.451428571428571,0.1636363636363636
SG2_35856196,200,win,28,18,25,105584,60079,575,3.3200000000000003,0.24090909090909088
SG2_35858461,100,lose,10,26,15,49771,46899,693,1.092857142857143,0.1388888888888889
SG2_35858461,200,win,26,10,46,77292,60673,781,10.033333333333333,0.4
SG2_35864130,100,win,41,27,76,154844,80493,908,4.711666666666667,0.34411764705882353
SG2_35864130,200,lose,27,41,32,137666,74675,956,1.5631818181818182,0.17352941176470585
SG2_35935567,100,win,24,17,41,70150,48052,485,5.366666666666666,0.31707317073170727
SG2_35935567,200,lose,17,24,25,51204,38581,490,1.8266666666666667,0.20487804878048782
SG2_35938861,100,win,25,16,33,79496,57092,684,5.978571428571429,0.28292682926829266
SG2_35938861,200,lose,16,25,24,59326,48198,683,1.7142857142857142,0.1951219512195122
SG2_35941790,100,lose,19,28,25,93450,49603,643,1.6766666666666665,0.18723404255319145
SG2_35941790,200,win,28,19,42,104126,59515,748,8.09,0.2978723404255319
SG2_35947977,100,lose,13,27,17,58538,43022,666,1.2014285714285715,0.15
SG2_35947977,200,win,27,13,45,76084,58235,743,8.533333333333335,0.36
SG2_35950287,100,win,41,26,42,107750,58823,625,3.4361904761904762,0.24776119402985075
SG2_35950287,200,lose,26,42,29,90607,53101,589,2.888333333333333,0.16417910447761191
SG2_35988702,100,win,31,23,53,87658,59896,657,7.081904761904762,0.31111111111111106
SG2_35988702,200,lose,23,31,30,80427,49683,620,2.6738095238095236,0.19629629629629625
SG2_35993410,100,win,34,29,41,142780,72377,691,3.0457142857142854,0.23809523809523805
SG2_35993410,200,lose,29,34,54,143936,68159,873,4.121818181818182,0.26349206349206344
SG2_36010416,100,lose,15,34,25,51321,39531,492,1.7885714285714287,0.16326530612244897
SG2_36010416,200,win,34,15,41,74783,53091,496,7.35,0.3061224489795918
SG2_36012628,100,lose,18,34,23,68910,47076,602,1.2365079365079366,0.16078431372549018
SG2_36012628,200,win,33,18,58,110945,59184,665,8.163333333333332,0.35686274509803917
SG2_36018159,100,lose,15,25,13,56288,46916,655,1.1833333333333331,0.13999999999999999
SG2_36018159,200,win,25,15,44,85411,55436,665,7.333333333333333,0.345
SG2_36018723,100,win,31,24,54,122841,63948,737,3.9833333333333334,0.309090909090909
SG2_36018723,200,lose,24,31,33,94513,50791,630,2.1904761904761907,0.20727272727272722
SG2_36033996,100,lose,36,34,54,138151,68017,702,3.2055555555555557,0.2571428571428571
SG2_36033996,200,win,34,36,48,149795,72224,760,3.7714285714285714,0.23428571428571426
SG2_36037692,100,lose,30,42,57,143817,63956,666,2.0727777777777776,0.24166666666666664
SG2_36037692,200,win,42,30,69,143428,67828,653,3.8864285714285716,0.3083333333333333
SG2_36044105,100,lose,4,24,2,20172,20550,238,0.74,0.04285714285714284
SG2_36044105,200,win,24,4,22,42467,32478,374,7.8,0.32857142857142857
SG2_36044307,100,lose,11,36,16,48676,35537,442,0.7682539682539682,0.11489361702127657
SG2_36044307,200,win,36,11,46,95056,53274,551,7.5,0.3489361702127659
SG2_36048464,100,lose,40,49,47,192642,71949,684,2.3735042735042735,0.19550561797752805
SG2_36048464,200,win,49,40,66,148423,75953,746,4.236363636363636,0.2584269662921348
SG2_36049856,100,lose,8,33,3,40609,26609,299,0.4666666666666666,0.053658536585365825
SG2_36049856,200,win,33,8,20,56881,43165,394,6.4,0.2585365853658536
SG2_36051999,100,win,13,7,20,32325,31253,301,5.466666666666667,0.34736842105263155
SG2_36051999,200,lose,6,13,8,20755,23158,242,1.3,0.14736842105263154
SG2_36057408,100,lose,47,54,47,131922,74605,776,1.773131313131313,0.18613861386138614
SG2_36057408,200,win,54,47,64,223162,82807,789,3.050151515151515,0.23366336633663365
SG2_36058758,100,lose,24,51,17,77705,49551,492,0.8142424242424242,0.10933333333333331
SG2_36058758,200,win,51,24,50,122250,62753,486,8.066666666666666,0.2693333333333333
SG2_36060107,100,lose,15,29,14,58573,34549,347,1.0699999999999998,0.13181818181818178
SG2_36060107,200,win,29,15,36,71358,47162,455,6.283333333333333,0.2954545454545454
SG2_36062153,100,win,18,15,8,25667,27649,275,2.283333333333333,0.1625
SG2_36062153,200,lose,14,18,16,26357,23985,288,2.2266666666666666,0.1875
SG2_36065305,100,lose,23,39,27,101007,46223,455,2.206060606060606,0.16129032258064513
SG2_36065305,200,win,39,23,32,104362,57129,524,3.4042857142857144,0.2290322580645161
SG2_36065640,100,win,37,27,42,114188,62688,631,4.502222222222223,0.246875
SG2_36065640,200,lose,27,37,32,90731,51149,570,2.1826262626262625,0.184375
SG2_36068125,100,win,44,24,63,142084,62170,617,7.57,0.31470588235294117
SG2_36068125,200,lose,24,44,18,107476,52388,533,0.9568181818181818,0.12352941176470585
SG2_36071474,100,lose,25,41,35,77388,47172,450,1.588888888888889,0.1818181818181818
SG2_36071474,200,win,41,25,67,98616,55785,486,6.758333333333333,0.32727272727272727
SG2_36072681,100,lose,28,43,26,65109,43074,383,1.3747474747474748,0.152112676056338
SG2_36072681,200,win,43,28,51,81152,55263,452,3.95,0.2647887323943662
SG2_36072774,100,lose,29,39,41,114296,68102,816,2.4944444444444445,0.20588235294117646
SG2_36072774,200,win,39,29,62,145983,76781,866,4.655,0.29705882352941176
SG2_36081960,100,win,26,6,28,48500,36893,423,10.0,0.3375
SG2_36081960,200,lose,6,26,4,29814,27501,344,0.47000000000000003,0.0625
SG2_36086757,100,lose,29,55,17,86461,52744,597,0.9113886113886114,0.1095238095238095
SG2_36086757,200,win,55,30,54,125114,64090,587,4.585,0.2595238095238095
SG2_36087922,100,win,16,7,22,58865,46835,687,6.033333333333333,0.33043478260869563
SG2_36087922,200,lose,7,17,11,50795,42319,684,1.8583333333333332,0.15652173913043474
SG2_36092556,100,win,34,30,30,91498,58839,657,2.67,0.2
SG2_36092556,200,lose,30,34,30,79259,50513,550,2.0571428571428574,0.1875
SG2_36092665,100,win,24,14,38,96821,62724,754,7.753333333333333,0.32631578947368417
SG2_36092665,200,lose,14,24,16,74098,57230,830,1.9166666666666667,0.1578947368421052
SG2_36093141,100,win,33,21,31,75279,45672,463,4.038095238095238,0.24150943396226415
SG2_36093141,200,lose,20,33,21,59302,37514,462,1.3528571428571428,0.1547169811320754
SG2_36096922,100,win,28,28,48,90986,53005,530,3.2666666666666666,0.2714285714285714
SG2_36096922,200,lose,28,28,45,98852,49090,536,3.3899999999999997,0.2607142857142857
SG2_36099472,100,win,31,23,50,79458,52702,553,3.9228571428571426,0.3
SG2_36099472,200,lose,23,31,37,64028,44537,531,2.1455555555555557,0.22222222222222215
SG2_36099505,100,win,27,23,44,113500,61573,750,3.3699999999999997,0.284
SG2_36099505,200,lose,23,28,44,107516,53008,586,2.5357142857142856,0.26799999999999996
SG2_36105069,100,lose,33,43,48,129600,55969,531,1.8722077922077922,0.21315789473684205
SG2_36105069,200,win,43,33,75,145103,68740,599,4.433333333333334,0.31052631578947365
SG2_36108637,100,win,63,41,87,208314,92338,918,3.672222222222222,0.28846153846153844
SG2_36108637,200,lose,41,63,45,190399,82174,854,1.4708187134502924,0.16538461538461532
SG2_36110711,100,win,51,27,72,137800,64633,530,5.111666666666666,0.3194805194805194
SG2_36110711,200,lose,26,51,42,107911,48334,537,1.3706293706293704,0.1766233766233766
SG2_36116144,100,lose,11,35,15,90474,43247,554,0.7761904761904762,0.11304347826086954
SG2_36116144,200,win,35,11,69,92668,54399,546,13.116666666666665,0.4521739130434782
SG2_36117422,100,lose,51,60,80,186420,79203,680,2.2566844919786098,0.23603603603603598
SG2_36117422,200,win,60,51,82,184004,85618,681,2.900555555555555,0.2558558558558558
SG2_36144549,100,lose,20,35,25,90530,56354,744,1.3533333333333333,0.16363636363636358
SG2_36144549,200,win,35,20,43,106295,67407,767,4.8133333333333335,0.2836363636363636
SG2_36146088,100,lose,53,63,55,184477,82366,790,1.849824561403509,0.1878260869565217
